cdz,Koda,ltr,"{'region': 'India, Asia', 'alternate-names': ['Kaora', 'Kora', 'Korali', 'Korati', 'Kore', 'Mudi', 'Mudikora']}"
cea,Lower Chehalis,ltr,"{'region': 'United States, Americas'}"
ceb,Cebuano,ltr,"{'region': 'Philippines, Asia', 'alternate-names': ['Binisaya', 'Bisayan', 'Sebuano', 'Sugbuanon', 'Sugbuhanon', 'Visayan'], 'is-gateway-language': True}"
ceg,Chamacoco,ltr,"{'region': 'Paraguay, Americas', 'alternate-names': ['Ishiro', 'Jeywo', 'Yshyro', 'Tomaraho']}"
cek,Eastern Khumi Chin,ltr,"{'region': 'Myanmar, Asia', 'alternate-names': ['Ta-aw', 'Ta-oo', 'Taheunso', 'Palyng', 'Paru', 'Rengsa (Namboi, Nangbwe)', 'Uiphaw', 'Sangtha', 'Tahaensae', 'Tao Cha', 'Nisay (Nise)', 'Kaja', 'Aki Along', 'Nideun (Amlai)', 'Laungtha', 'Asang (Kasang)', 'Ghu', 'Kajauk', 'Lemi (Akelong)', 'Likhy (Likhaeng)', 'Maru']}"
cel,Celtic languages,,"{'description': 'This represents a collection of languages. Although a collection subtag can be used in the absence of a more specific tag, you should check whether a more specific language subtag is available. '}"
cen,Cen,ltr,"{'region': 'Nigeria, Africa', 'alternate-names': ['Chen', 'Icen', 'Icen FiForon', 'Icen Ibaas', 'Ichen']}"
cet,Centúúm,ltr,"{'region': 'Nigeria, Africa', 'alternate-names': ['Cen Tuum']}"
cey,Ekai Chin,,{}
cfa,Dijim-Bwilim,ltr,"{'region': 'Nigeria, Africa', 'alternate-names': ['Bwilim (Fitilai)', 'Mwana', 'Mwomo', 'Mwano', 'Mona', 'Cham', 'Dijim (Cam)']}"
cfd,Cara,ltr,"{'region': 'Nigeria, Africa', 'alternate-names': ['Chara', 'Fakara', 'Nfachara', 'Pakara', 'Tariya', 'Tera', 'Teriya', 'Terri']}"
cfg,Como Karim,ltr,"{'region': 'Nigeria, Africa', 'alternate-names': ['Asom', 'Chomo', 'Kinzimba', 'Kirim', 'Kiyu', 'Nuadhu', 'Shomo Karim', 'Shomong']}"
cfm,Falam Chin,ltr,"{'region': 'Myanmar, Asia', 'alternate-names': ['Fallam', 'Halam Chin', 'Hallam', 'Tipura', 'Falam', 'Hallam Chin', 'Sim', 'Lente (Lyente)', 'Zahau-Shimhrin', 'Zahau', 'Zahao (Lyen-Lyem)', 'Yahow', 'Tashom', 'Taisun (Shunkla)', 'Sunkhla', 'Chorei', 'Ngawn', 'Laizo-Shimhrin', 'Laizo (Laiso)', 'Laizao', 'Khualshim (Kwelshin)', 'Kalai (Koloi)', 'Kaipang', 'Hualngo', 'Mursum (Molsom)']}"
cga,Changriwa,ltr,"{'region': 'Papua New Guinea, Pacific'}"
cgc,Kagayanen,ltr,"{'region': 'Philippines, Asia', 'alternate-names': ['Cagayano', 'Kagay-anen', 'Kinagayanen', 'Calamian Kagayanen']}"
cgg,Chiga,ltr,"{'region': 'Uganda, Africa', 'alternate-names': ['Ciga', 'Kiga', 'Nkore-Kiga', 'Oluchiga', 'Orukiga', 'Rukiga', 'Runyankore-Rukiga', 'RuNyangyezi', 'RuSigi', 'RuHimba', 'RuNyaifwe-Hororo']}"
cgk,Chocangacakha,ltr,"{'region': 'Bhutan, Asia', 'alternate-names': ['Kursmadkha', 'Maphekha', ""Rtsamangpa'ikha"", ""Tsagkaglingpa'ikha""]}"
chb,Chibcha,ltr,"{'region': 'Colombia, Americas'}"
chc,Catawba,ltr,"{'region': 'United States, Americas'}"
chd,Highland Oaxaca Chontal,ltr,"{'region': 'Mexico, Americas', 'alternate-names': ['Chontal de la Sierra de Oaxaca', 'Tequistlatec', 'Chontal de Oaxaca bajo', 'Chontal de Oaxaca alto']}"
chf,Tabasco Chontal,ltr,"{'region': 'Mexico, Americas', 'alternate-names': [""Yocot'an"", 'Chontal de Tabasco del este', 'Tamulté de las Sábanas Chontal', 'Chontal de Tabasco del norte', 'Chontal de Tabasco central', 'Chontal de Tabasco del sureste']}"
chg,Chagatai,,{}
chh,Chinook,ltr,"{'region': 'United States, Americas', 'alternate-names': ['Lower Chinook', 'Klatsop (Tlatsop)']}"
chj,Ojitlán Chinantec,ltr,"{'region': 'Mexico, Americas', 'alternate-names': ['Chinantec, Comaltepec', 'Chinanteco del Norte', 'Chinantec', 'Comaltepec']}"
chk,Chuukese,ltr,"{'region': 'Federated States of Micronesia, Pacific', 'alternate-names': ['Chuuk', 'Lagoon Chuukese', 'Ruk', 'Truk', 'Trukese']}"
chl,Cahuilla,ltr,"{'region': 'United States, Americas'}"
chm,Mari (Russia),ltr,"{'description': 'This represents a marco language. A more specific tag might be available. ', 'region': 'Russian Federation, Europe'}"
chn,Chinook jargon,ltr,"{'region': 'Canada, Americas', 'alternate-names': ['Chinook Jargon', 'Chinook Pidgin', 'Tsinuk Wawa']}"
cho,Choctaw,ltr,"{'region': 'United States, Americas'}"
chp,Chipewyan,ltr,"{'description': 'Dene Suline', 'region': 'Canada, Americas', 'alternate-names': ['Dëne Súline']}"
chq,Quiotepec Chinantec,ltr,"{'region': 'Mexico, Americas', 'alternate-names': ['Highland Chinantec', 'Yolox Chinanteco']}"
chr,Cherokee,ltr,"{'region': 'United States, Americas', 'alternate-names': ['Tsalagi', 'Tslagi', 'Upper Cherokee', 'Western Cherokee', 'Otali (Overhill Cherokee)', 'Kituhwa (Middle Cherokee)', 'Elati (Eastern Cherokee)', 'Lower Cherokee']}"
cht,Cholón,,{}
chw,Chuwabu,ltr,"{'region': 'Mozambique, Africa', 'alternate-names': ['Chichwabo', 'Chuwabo', 'Chwabo', 'Cicuabo', 'Cuabo', 'Cuwabo', 'Echuabo', 'Echuwabo', 'Txuwabo', 'Karungu', 'Marale']}"
chx,Chantyal,ltr,"{'region': 'Nepal, Asia', 'alternate-names': ['Chantel', 'Chantel Kham', 'Chhantel', 'Khamkura']}"
chy,Cheyenne,ltr,"{'region': 'United States, Americas'}"
chz,Ozumacín Chinantec,ltr,"{'region': 'Mexico, Americas', 'alternate-names': ['Chinanteco de Ayotzintepec', 'Chinanteco del Sureste Alto', 'Juujmii']}"
cia,Cia-Cia,ltr,"{'region': 'Indonesia, Asia', 'alternate-names': ['Boetoneezen', 'Buton', 'Butonese', 'Butung', 'South Buton', 'Southern Butung', 'Sampolawa (Mambulu-Laporo)']}"
cib,Ci Gbe,ltr,"{'region': 'Benin, Africa', 'alternate-names': ['Ayizo-Ci', 'Ci', 'Cigbe', 'Tchi']}"
cic,Chickasaw,ltr,"{'region': 'United States, Americas'}"
cid,Chimariko,,{}
cie,Cineni,ltr,"{'region': 'Nigeria, Africa'}"
cih,Chinali,ltr,"{'region': 'India, Asia', 'alternate-names': ['Chana', 'Channali', 'Chinal', 'Dagi', 'Harijan', 'Shipi']}"
cik,Chitkuli Kinnauri,ltr,"{'region': 'India, Asia', 'alternate-names': ['Chitkhuli', 'Chitkuli', 'Kanauri', 'Kinnauri', 'Thebarskad', 'Tsíhuli', 'Tsitkhuli']}"
cim,Cimbrian,ltr,"{'region': 'Italy, Europe', 'alternate-names': ['Tzimbro', 'Zimbrisch', 'Tredici Communi Cimbrian (Tauch)']}"
cin,Cinta Larga,ltr,"{'region': 'Brazil, Americas'}"
cip,Chiapanec,ltr,"{'region': 'Mexico, Americas', 'alternate-names': ['Chiapaneco', 'Chidigo']}"
cir,Tiri,ltr,"{'description': 'Haméa. Méa', 'region': 'New Caledonia, Pacific', 'alternate-names': ['Ciiri', 'Ciri', 'Grand Couli', 'Ha-Tiri', 'Tinrin', 'Tîrî-Méa', 'Xaa Mea', 'Tîrî', 'Hameha', 'Méa (Ha Mea)']}"
ciw,Chippewa,ltr,"{'macrolanguage': 'oj', 'region': 'United States, Americas', 'alternate-names': ['Ojibway', 'Ojibwe', 'Southwestern Ojibwa', 'Upper Michigan-Wisconsin Chippewa']}"
ciy,Chaima,ltr,"{'region': 'Venezuela, Americas', 'alternate-names': ['Chayma', 'Guaga-Tagare', 'Sayma', 'Warapiche']}"
cja,Western Cham,ltr,"{'region': 'Cambodia, Asia', 'alternate-names': ['Cambodian Cham', 'Cham', 'New Cham', 'Tjam', 'Chiem']}"
cje,Chru,ltr,"{'region': 'Viet Nam, Asia', 'alternate-names': ['Cadoe Loang', 'Choru', 'Chrau Hma', 'Chu', 'Chu Ru', 'Churu', 'Cru', 'Kru', 'Seyu', 'Noang (La-Dang)']}"
cjh,Upper Chehalis,ltr,"{'region': 'United States, Americas', 'alternate-names': ['Chehalis', 'Kwaiailk']}"
cji,Chamalal,ltr,"{'region': 'Russian Federation, Europe', 'alternate-names': ['Camalal', 'Chamalin', 'Kwenkhi', 'Gigatl (Hihatl)', 'Gakvari (Agvali-Richaganik-Tsumada-Urukh)', 'Gadyri (Gachitl-Kvankhi)', 'Tsumada']}"
cjk,Chokwe,ltr,"{'region': 'Angola, Africa', 'alternate-names': ['Ciokwe', 'Djok', 'Kioko', 'Quioco', 'Shioko', 'Tschiokloe', 'Tshokwe', 'Imo', 'Tschiokwe', 'Ukhongo', 'Ulanda']}"
cjm,Eastern Cham,ltr,"{'region': 'Viet Nam, Asia', 'alternate-names': ['Bhamam', 'Chiem', 'Chiem Thành', 'Tjam']}"
cjn,Chenapian,ltr,"{'region': 'Papua New Guinea, Pacific', 'alternate-names': ['Chenap', 'Tsenap', 'Zenap']}"
cjo,Ashéninka Pajonal,ltr,"{'region': 'Peru, Americas', 'alternate-names': ['Ashéninca', 'Atsiri', 'Pajonal', 'Campa']}"
cjp,Cabécar,ltr,"{'region': 'Costa Rica, Americas', 'alternate-names': ['Chirripó']}"
cjr,Chorotega,,{'description': 'Deprecated from 2010-03-11. '}
cjs,Shor,ltr,"{'region': 'Russian Federation, Europe', 'alternate-names': ['Aba', 'Kondoma Tatar', 'Kuznets Tatar', 'Mras Tatar', 'Shortsy', 'Tom-Kuznets Tatar', 'Mrassa (Mrasu)']}"
cjv,Chuave,ltr,"{'region': 'Papua New Guinea, Pacific', 'alternate-names': ['Tjuave', 'Sua']}"
cjy,Jinyu Chinese,ltr,"{'macrolanguage': 'zh', 'region': 'China, Asia', 'alternate-names': ['Jin', 'Jinyu', 'Changzhi', 'Pingyao']}"
cka,Khumi Awa Chin,,{'description': 'Deprecated from 2012-08-12. '}
ckb,Central Kurdish,rtl,"{'macrolanguage': 'ku', 'region': 'Islamic Republic of Iran, Asia', 'alternate-names': ['Kordi', 'Korkora', 'Kurdy', 'Mokri', ""Sine'i"", 'Wawa', 'Kerkuki', 'Warmawa', 'Suleimani (Silemani)', 'Southern Jafi', ""Sanandaji (Sina'i)"", 'Sineyi', 'Xoshnaw', 'Pijdari', 'Hewleri (Arbili)', 'Garmiyani', 'Bingird', 'Mukri (Kordi)', 'Rewandiz']}"
ckh,Chak,ltr,"{'region': 'Myanmar, Asia', 'alternate-names': ['Sak', 'Tsak', 'Ashah', 'Thet']}"
ckl,Cibak,ltr,"{'region': 'Nigeria, Africa', 'alternate-names': ['Chibbak', 'Chibbuk', 'Chibok', 'Chibuk', 'Cibuk', 'Kibaku', 'Kibbaku', 'Kikuk', 'Kyibaku']}"
ckm,Chakavian,,{}
ckn,Kaang Chin,ltr,"{'region': 'Myanmar, Asia', 'alternate-names': ['Kang', 'Mgan', ""M'kaang"", 'Mkan']}"
cko,Anufo,ltr,"{'region': 'Ghana, Africa', 'alternate-names': ['Chakosi', 'Chokosi', 'Chokossi', 'Kyokosi', 'Tiokossi']}"
ckq,Kajakse,ltr,"{'region': 'Chad, Africa', 'alternate-names': ['Kadjakse', 'Kajeske', 'Kawa Tadimini', 'Kujarke', 'Mini']}"
ckr,Kairak,ltr,"{'region': 'Papua New Guinea, Pacific'}"
cks,Tayo,ltr,"{'region': 'New Caledonia, Pacific', 'alternate-names': ['Patois', 'Patois de St-Louis']}"
ckt,Chukot,ltr,"{'region': 'Russian Federation, Europe', 'alternate-names': ['Chuchee', 'Chukcha', 'Chukchee', 'Chukot', 'Luoravetlan']}"
cku,Koasati,ltr,"{'region': 'United States, Americas', 'alternate-names': ['Coushatta']}"
ckv,Kavalan,ltr,"{'region': 'Taiwan, Province of China, Asia', 'alternate-names': ['Cabaran', 'Kabalan', 'Kabaran', 'Kamalan', 'Kavanan', 'Kavarauan', 'Kbalan', 'Kibalan', 'Kiwaraw', 'Kiwarawa', 'Kuvalan', 'Kuvarawan', 'Kuwarawan', 'Kvalan', 'Shekwan', 'Kareovan (Kareowan)']}"
ckx,Caka,ltr,"{'region': 'Cameroon, Africa', 'alternate-names': ['Assaka (Adzu Balaka)', 'Batanga (Adzu Batanga)']}"
cky,Cakfem-Mushere,ltr,"{'region': 'Nigeria, Africa', 'alternate-names': ['Chokfem', 'Kadim-Kaban']}"
ckz,Cakchiquel-Quiché Mixed Language,ltr,"{'region': 'Guatemala, Americas', 'alternate-names': ['Cauque Mixed Language']}"
cla,Ron,ltr,"{'region': 'Nigeria, Africa', 'alternate-names': ['Chala', 'Challa', 'Monguna (Maleni)', 'Nafunfia', 'Daffo-Butura (Lis Ma Run)', 'Bokkos (Alis I Run)', 'Shagawu']}"
clc,Chilcotin,ltr,"{'region': 'Canada, Americas', 'alternate-names': ['Tzilkotin']}"
cld,Chaldean Neo-Aramaic,ltr,"{'macrolanguage': 'syr', 'region': 'Iraq, Asia', 'alternate-names': ['Fallani', 'Fellihi', 'Kaldaya', 'Kildani', 'Lishana Kaldaya', 'Modern Chaldean', 'Neo-Chaldean', 'Soorath', 'Soorith', 'Suras', 'Sureth', 'Shirnak-Chizre (Bohtan)']}"
cle,Lealao Chinantec,ltr,"{'region': 'Mexico, Americas', 'alternate-names': ['Chinanteco de San Juan Lealao']}"
clh,Chilisso,ltr,"{'region': 'Pakistan, Asia', 'alternate-names': ['Chiliss', 'Galos']}"
cli,Chakali,ltr,"{'region': 'Ghana, Africa'}"
clj,Laitu Chin,ltr,"{'region': 'Myanmar, Asia', 'alternate-names': ['Daitu', 'Hio Bei', 'Hle-tu', 'Laikhy', 'Laitu Kheu', 'Ledu', 'Leitu', 'Dalet Stream (Lawktu)', 'Panmyawogyi River (Kawngtu)', 'Phuntha Stream (Daaitu)']}"
clk,Idu-Mishmi,ltr,"{'region': 'India, Asia', 'alternate-names': ['Chulikata', 'Idu Lhoba', 'Idu Mishmi', 'Lhoba', 'Lho-Pa', 'Yidu', 'Ida', 'Idu', 'Midhi', 'Midu', 'Yidu Luoba', 'Chulikotta']}"
cll,Chala,ltr,"{'region': 'Ghana, Africa', 'alternate-names': ['Cala', 'Tshala']}"
clm,Clallam,ltr,"{'region': 'United States, Americas', 'alternate-names': ['Klallam', ""Na'klallam"", ""S'klallam""]}"
clo,Lowland Oaxaca Chontal,ltr,"{'region': 'Mexico, Americas', 'alternate-names': ['Chontal de la Costa de Oaxaca', 'Chontal de Oaxaca de la costa', 'Huamelula Chontal', 'Huamelulteco']}"
clt,Lautu Chin,ltr,"{'region': 'Myanmar, Asia', 'alternate-names': ['Lawhtu']}"
clu,Caluyanun,ltr,"{'region': 'Philippines, Asia', 'alternate-names': ['Caluyanen', 'Caluyanhon']}"
clw,Chulym,ltr,"{'region': 'Russian Federation, Europe', 'alternate-names': ['Chulim', 'Chulym Tatar', 'Chulym-Turkish', 'Melets Tatar']}"
cly,Eastern Highland Chatino,ltr,"{'region': 'Mexico, Americas', 'alternate-names': ['Chatino de la Zona Alta Oriental', 'Chatino Oriental Alto', 'Lachao-Yolotepec Chatino', 'Sierra Oriental Chatino']}"
cma,Maa,ltr,"{'region': 'Viet Nam, Asia', 'alternate-names': ['Chauma', 'Che Ma', 'Ma Krung', 'Ma Ngan', 'Ma To', 'Ma Xop', 'Maaq']}"
cmc,Chamic languages,,"{'description': 'This represents a collection of languages. Although a collection subtag can be used in the absence of a more specific tag, you should check whether a more specific language subtag is available. '}"
cme,Cerma,ltr,"{'region': 'Burkina Faso, Africa', 'alternate-names': ['Gwe', 'Gwen', 'Kirma', 'Guin']}"
cmg,Classical Mongolian,ltr,"{'region': 'Mongolia, Asia'}"
cmi,Emberá-Chamí,ltr,"{'region': 'Colombia, Americas', 'alternate-names': ['Chami']}"
cmk,Chimakum,,{'description': 'Deprecated from 2010-03-11. '}
cml,Campalagian,ltr,"{'region': 'Indonesia, Asia', 'alternate-names': ['Tallumpanuae', 'Tasing', 'Tjampalagian']}"
cmm,Michigamea,ltr,"{'region': 'United States, Americas'}"
cmn,Mandarin Chinese,ltr,"{'macrolanguage': 'zh', 'region': 'China, Asia', 'alternate-names': ['Beifang Fangyan', 'Guanhua', 'Guoyu', 'Hanyu', 'Huayu', 'Northern Chinese', 'Putonghua', 'Standard Chinese', 'Zhongguohua', 'Zhongwen', 'Tayok', 'Hoton', 'Hui-Zu', 'Hytad', 'Khoton', 'Qotong', 'Xui', 'Kuoyu', 'Jiangxia Guanhua', 'Xibei Guanhua (Northwestern Mandarin)', 'Western Mandarin', 'Pathee', 'Panthe', 'Pantha', 'Xinan Guanhua (Southwestern Mandarin)', 'Panghse', 'Jinghuai Guanhua (Eastern Mandarin)', 'Hwei', 'Hui-Tze', 'Huabei Guanhua (Northern Mandarin)', 'Ho (Cin Haw)', 'Haw', 'Lower Yangze Mandarin', 'Kokang (Kokant)']}"
cmo,Central Mnong,ltr,"{'region': 'Viet Nam, Asia', 'alternate-names': ['Budong', 'Bunong', 'Phanong', 'Phnong', 'Phong', 'Budang', 'Pnong', 'Biat (Bhiét)', 'Dih Bri (Di-Pri)', 'Préh (Pre)']}"
cmr,Mro-Khimi Chin,ltr,"{'region': 'Myanmar, Asia', 'alternate-names': ['Awa Khami', 'Khimi', 'Khumi Awa', 'Mro', 'Mro Chin', 'Vakung', 'Wakun', 'Wakung', 'Aroeng', 'Xengna (Hrengna)', 'Vakung (Wakung)', 'Areung', 'Arang (Ahraing Khami)', 'Xata']}"
cms,Messapic,ltr,"{'region': 'Italy, Europe'}"
cmt,Camtho,ltr,"{'region': 'South Africa, Africa', 'alternate-names': ['Iscamtho', 'Isicamtho', 'Tsotsitaal']}"
cna,Changthang,ltr,"{'region': 'India, Asia', 'alternate-names': ['Byangskat', 'Byanskat', 'Changs-Skat', 'Changtang', 'Changtang Ladakhi', 'Rong', 'Rupshu', 'Stotpa', 'Upper Ladakhi']}"
cnb,Chinbon Chin,ltr,"{'region': 'Myanmar, Asia', 'alternate-names': ['Chindwin Chin', 'Chinpon', 'Oo-pu', 'Sho', 'Tuishiip', 'Tuiship', 'Uppu', 'Ütbü']}"
cnc,Côông,ltr,"{'region': 'Viet Nam, Asia', 'alternate-names': ['Khoong', 'Xa Coong', 'Xa Xam', 'Xa Xeng']}"
cng,Northern Qiang,ltr,"{'region': 'China, Asia', 'alternate-names': [""Ch'iang"", 'Mawo']}"
cnh,Hakha Chin,ltr,"{'description': 'Haka Chin', 'region': 'Myanmar, Asia', 'alternate-names': ['Baungshe', 'Lai', 'Lai Hawlh', 'Lai Pawi', 'Hakha', 'Klangklang (Thlantlang)']}"
cni,Asháninka,ltr,"{'region': 'Peru, Americas', 'alternate-names': ['Asháninca', 'Campa']}"
cnk,Khumi Chin,ltr,"{'region': 'Myanmar, Asia', 'alternate-names': ['Khuni', 'Khweymi', 'Kami', 'Khumi', 'Kumi', 'Common Khumi', 'Kaladan Khumi', 'Yangpan', 'Eastern Kaladan', 'Kaladan', 'Pi Chaung', 'Southern Paletwa', 'Yindi (Yindu)']}"
cnl,Lalana Chinantec,ltr,"{'region': 'Mexico, Americas', 'alternate-names': ['Chinanteco de San Juan Lalana', 'Chinanteco del Sureste Bajo']}"
cno,Con,ltr,"{'region': ""Lao People's Democratic Republic, Asia""}"
cnp,Northern Ping Chinese,,"{'macrolanguage': 'zh', 'description': 'Northern Pinghua'}"
cnr,Montenegrin,,"{'macrolanguage': 'sh', 'description': 'see sr for Serbian'}"
cns,Central Asmat,ltr,"{'region': 'Indonesia, Asia', 'alternate-names': ['Jas', 'Manowee', 'Yas', 'Ajam (Ayam)', 'Simai (Simay)']}"
cnt,Tepetotutla Chinantec,ltr,"{'region': 'Mexico, Americas', 'alternate-names': ['Chinanteco del Oeste Central Bajo']}"
cnu,Chenoua,ltr,"{'region': 'Algeria, Africa', 'alternate-names': ['Chenoui', 'Tachelhit', 'Tamazight de l’Atlas blidéen (Beni-Salah)', 'Tamenracit', 'Beni Menacer (Chleuh)', 'Djebel Bissa']}"
cnw,Ngawn Chin,ltr,"{'region': 'Myanmar, Asia', 'alternate-names': ['Ngawn', 'Ngon', 'Ngorn']}"
cnx,Middle Cornish,ltr,"{'region': 'United Kingdom, Europe'}"
coa,Cocos Islands Malay,ltr,"{'macrolanguage': 'ms', 'region': 'Malaysia, Asia', 'alternate-names': ['Cocos', 'Kokos', 'Kukus']}"
cob,Chicomuceltec,ltr,"{'region': 'Mexico, Americas', 'alternate-names': ['Cakchiquel Mam', ""Cac'chiquel Mam"", 'Chicomulcelteco']}"
coc,Cocopa,ltr,"{'region': 'Mexico, Americas', 'alternate-names': ['Cocopá', 'Cucapá', 'Cucupá', 'Kikimá', 'Kwikapá', 'Delta River Yuman', 'Kikima', 'Kwikapa']}"
cod,Cocama-Cocamilla,ltr,"{'region': 'Brazil, Americas', 'alternate-names': ['Kokama', 'Huallaga', 'Pampadeque', 'Pandequebo', 'Ucayali', 'Xibitaoan', 'Cocamilla (Kokamilla)', 'Pambadeque', 'Xibitaona']}"
coe,Koreguaje,ltr,"{'region': 'Colombia, Americas', 'alternate-names': ['Caquetá', 'Chaocha Pai', 'Correguaje', ""Ko'reuaju""]}"
cof,Colorado,ltr,"{'region': 'Ecuador, Americas', 'alternate-names': ['Tsachila', 'Tsafiki', 'Tsafiqui']}"
cog,Chong,ltr,"{'region': 'Thailand, Asia', 'alternate-names': ['Chawng', 'Shong', 'Xong']}"
coh,Chonyi-Dzihana-Kauma,ltr,"{'description': 'Chichonyi-Chidzihana-Chikauma', 'region': 'Kenya, Africa', 'alternate-names': ['Kichonyi', 'Chonyi (Chichonyi)', 'Jibana (Chidzihana)']}"
coj,Cochimi,ltr,"{'region': 'Mexico, Americas', 'alternate-names': ['Cadegomeño', 'Cadegomo', 'Cochetimi', 'Cochima', 'Cochimtee', 'Didiu', 'Joaquín', 'Laimon', 'Laymon-Cochimi', 'Laymonem', 'San', 'San Francesco Saverio Mission', 'San Francisco Xavier de', 'San Javier', 'San Xavier', 'Viggé-Biaundo Mission']}"
cok,Santa Teresa Cora,ltr,"{'region': 'Mexico, Americas'}"
col,Columbia-Wenatchi,ltr,"{'region': 'United States, Americas', 'alternate-names': ['Chelan', 'Columbian', 'Moses-Colombia', 'Moses-Colombia Salish', 'Wenatchee', 'Wenatchi-Columbia', 'Columbia (Columbian)', 'Entiat', 'Sinkiuse', 'Wenatchi (Chelan)']}"
com,Comanche,ltr,"{'region': 'United States, Americas'}"
con,Cofán,ltr,"{'region': 'Ecuador, Americas', 'alternate-names': [""A'i"", ""A'ingae"", 'Kofan', 'Kofane', 'Kofán']}"
coo,Comox,ltr,"{'region': 'Canada, Americas', 'alternate-names': ['Comox-Sliammon', 'Klahoose', 'Mainland Comox (Homalco)']}"
cop,Coptic,ltr,"{'region': 'Egypt, Africa', 'alternate-names': ['Neo-Egyptian']}"
coq,Coquille,,{}
cot,Caquinte,ltr,"{'region': 'Peru, Americas', 'alternate-names': ['Caquinte Campa', 'Poyenisati', 'Cachomashiri']}"
cou,Wamey,ltr,"{'region': 'Senegal, Africa', 'alternate-names': ['Cogniagui', 'Conhague', 'Koniagi', 'Konyagi', 'Tenda', 'Wamay', 'Wamei', 'Koniagui']}"
cov,Cao Miao,ltr,"{'region': 'China, Asia', 'alternate-names': ['Grass Miao', 'Mjiuniang', 'Sanjiang Miao']}"
cow,Cowlitz,ltr,"{'region': 'United States, Americas', 'alternate-names': ['Lower Cowlitz']}"
cox,Nanti,ltr,"{'region': 'Peru, Americas', 'alternate-names': ['Cogapacori', 'Kogapakori']}"
coy,Coyaima,,{'description': 'Deprecated from 2016-05-30. '}
coz,Chochotec,ltr,"{'region': 'Mexico, Americas', 'alternate-names': ['Chocho', 'Chocholteco', 'Chochon', 'Chochonteco', 'Chochotec', 'Chocholteco del este', 'Chocholteco del oeste', 'Chocholteco del sur']}"
cpa,Palantla Chinantec,ltr,"{'region': 'Mexico, Americas', 'alternate-names': ['Chinanteco de San Pedro Tlatepuzco']}"
cpb,Ucayali-Yurúa Ashéninka,ltr,"{'region': 'Peru, Americas', 'alternate-names': ['Campa', 'Kampa', 'Ucayali Ashéninca']}"
cpc,Ajyíninka Apurucayali,ltr,"{'region': 'Peru, Americas', 'alternate-names': ['Ajyéninka', 'Apurucayali Campa', 'Ashaninca', 'Ashéninca Apurucayali', 'Axininka Campa', 'Campa']}"
cpe,English-based creoles and pidgins,,"{'description': 'This represents a collection of languages. Although a collection subtag can be used in the absence of a more specific tag, you should check whether a more specific language subtag is available. '}"
cpf,French-based creoles and pidgins,,"{'description': 'This represents a collection of languages. Although a collection subtag can be used in the absence of a more specific tag, you should check whether a more specific language subtag is available. '}"
cpg,Cappadocian Greek,ltr,"{'region': 'Greece, Europe', 'alternate-names': ['Pharasa', 'Sille', 'Mistiot (Misti)', 'Western Cappadocian']}"
cpi,Chinese Pidgin English,ltr,"{'region': 'Nauru, Pacific', 'alternate-names': ['Melanesian-Chinese Mixed Pidgin English']}"
cpn,Cherepon,ltr,"{'region': 'Ghana, Africa', 'alternate-names': ['Chiripong', 'Kyerepong', 'Okere']}"
cpo,Kpeego,ltr,"{'region': 'Burkina Faso, Africa', 'alternate-names': ['Noumou', 'Noumoukan', 'Numu']}"
cpp,Portuguese-based creoles and pidgins,,"{'description': 'This represents a collection of languages. Although a collection subtag can be used in the absence of a more specific tag, you should check whether a more specific language subtag is available. '}"
cps,Capiznon,ltr,"{'region': 'Philippines, Asia', 'alternate-names': ['Capisano', 'Capiseño']}"
cpu,Pichis Ashéninka,ltr,"{'region': 'Peru, Americas', 'alternate-names': ['Pichis Ashéninca', 'Pichis Campa']}"
cpx,Pu-Xian Chinese,ltr,"{'macrolanguage': 'zh', 'region': 'China, Asia', 'alternate-names': ['Henghua', 'Hinghua', 'Hsienyu', 'Hsinghua', 'Putian', 'Putten', 'Henghua (Hinghua)', 'Xinghua (Hinghua)']}"
cpy,South Ucayali Ashéninka,ltr,"{'region': 'Peru, Americas'}"
cqd,Chuanqiandian Cluster Miao,ltr,"{'macrolanguage': 'hmn', 'region': 'China, Asia', 'alternate-names': ['Chuanchientien Miao', 'Chuanqiandian Miao', 'Core Farwestern Hmongic', 'Sichuan-Guizhou-Yunnan Miao', 'Western Miao', 'Hmon']}"
cqu,Chilean Quechua,ltr,"{'macrolanguage': 'qu', 'description': 'Deprecated from 2016-05-30. ', 'region': 'Chile, Americas'}"
cra,Chara,ltr,"{'region': 'Ethiopia, Africa', 'alternate-names': ['Ciara', ""Buch'a""]}"
crb,Island Carib,ltr,"{'region': 'Guadeloupe, Americas'}"
crc,Lonwolwol,ltr,"{'region': 'Vanuatu, Pacific', 'alternate-names': ['Craig Cove', 'Fali', 'Fanting', 'West Ambrym']}"
crd,Coeur d'Alene,ltr,"{'region': 'United States, Americas'}"
crf,Caramanta,,{}
crg,Michif,ltr,"{'region': 'United States, Americas', 'alternate-names': ['French Cree', 'Métis', 'Mitchif']}"
crh,Crimean Tatar,ltr,"{'description': 'Crimean Turkish', 'region': 'Ukraine, Europe', 'alternate-names': ['Crimean', 'Crimean Turkish', 'Northern Crimean (Crimean Nogai)', 'Steppe Crimean']}"
cri,Sãotomense,ltr,"{'region': 'Sao Tome and Principe, Africa', 'alternate-names': ['Forro', 'Santomense', 'São Tomense']}"
